Cost information,IDB study,Journal Rank,assigned_project_user,authors,cells,confidence_rating,continents,countries,doi,evaluation_method,evidence_types,id,income_level,intervention_ids,intervention_labels,journal_name,keywords_string,outcome_ids,outcome_labels,publication_of_type,publication_of_type_short,record_id,status,study_status,title,type,url,year_of_publication
Cost-benefit/cost-effectiveness analyses,No,Q2,,"Meuleners, Lynn; Hendrie, Delia; Lee, Andy H.","[""Highways and national roads | Transport safety""]",,"[""East Asia and Pacific""]","[""Australia""]",10.1080/15389588.2010.537001,Fixed effects (incl. DiD),"[""Impact evaluations""]",33873,"[""High income""]","[""2163""]","[""Highways and national roads""]",TRAFFIC INJURY PREVENTION,,"[""2183""]","[""Transport safety""]",Journal article,JOUR,33873,Published EGM,completed,Effectiveness of Sealed Shoulders and Audible Edge Lines in Western Australia,ier,https://pubmed.ncbi.nlm.nih.gov/21469029/,2011
None,No,Q2,,"Goel, Rahul; Mohan, Dinesh; Saini, Guneet; Jha, Abhaya; Tiwari, Geetam; Bhalla, Kavi","[""Highways and national roads | Transport safety""]",low,"[""South Asia""]","[""India""]",10.1080/15389588.2022.2055005,,"[""Low confidence reviews""]",34686,"[""Lower middle income""]","[""2163""]","[""Highways and national roads""]",Traffic injury prevention,,"[""2183""]","[""Transport safety""]",Journal article,JOUR,34686,Published EGM,completed,A systematic review and meta-analysis of the impact of curbs on crash outcomes,srr,https://pmc.ncbi.nlm.nih.gov/articles/PMC9305666/,2022
None,No,Q1,,"Brinkman, Jeffrey; Lin, Jeffrey","[""Urban roads | Land, housing, and rent prices and affordability"", ""Urban roads | Employment access and outcomes"", ""Urban roads | Economic activity"", ""Highways and national roads | Land, housing, and rent prices and affordability"", ""Highways and national roads | Employment access and outcomes"", ""Highways and national roads | Economic activity""]",,"[""North America""]","[""United States""]",10.1162/rest_a_01244,Instrumental variable estimation,"[""Impact evaluations""]",33516,"[""High income""]","[""2159"", ""2163""]","[""Urban roads"", ""Highways and national roads""]",REVIEW OF ECONOMICS AND STATISTICS,,"[""2194"", ""2201"", ""2202""]","[""Land, housing, and rent prices and affordability"", ""Employment access and outcomes"", ""Economic activity""]",Journal article,JOUR,33516,Published EGM,completed,Freeway Revolts! The Quality of Life Effects of Highways,ier,https://direct.mit.edu/rest/article-abstract/106/5/1268/113170/Freeway-Revolts-The-Quality-of-Life-Effects-of?redirectedFrom=fulltext,2024
None,No,Q1,,"Beenstock, Michael; Feldman, Dan; Felsenstein, Daniel","[""Highways and national roads | Land, housing, and rent prices and affordability""]",,"[""Middle East and North Africa""]","[""Israel""]",10.1111/jors.12207,Fixed effects (incl. DiD),"[""Impact evaluations""]",33288,"[""High income""]","[""2163""]","[""Highways and national roads""]",Journal of Regional Science,,"[""2194""]","[""Land, housing, and rent prices and affordability""]",Journal article,JOUR,33288,Published EGM,completed,Hedonic Pricing When Housing Is Endogenous: The Value OF Access To The Trans-Israel Highway,ier,https://onlinelibrary.wiley.com/doi/epdf/10.1111/jors.12207,2016
None,No,Q2,,"Concas, Sisinnio","[""Highways and national roads | Land, housing, and rent prices and affordability""]",,"[""North America""]","[""United States""]",10.3141/2357-08,Fixed effects (incl. DiD),"[""Impact evaluations""]",33331,"[""High income""]","[""2163""]","[""Highways and national roads""]",TRANSPORTATION RESEARCH RECORD,,"[""2194""]","[""Land, housing, and rent prices and affordability""]",Journal article,JOUR,33331,Published EGM,completed,Accessibility and Housing Price Resilience Evidence from Limited-Access Roadways in Florida,ier,https://journals.sagepub.com/doi/abs/10.3141/2357-08?casa_token=szHkNOy0eucAAAAA:KTLKwvhjHDBip3HOfo_sk2MVDjTqXdjO_Xq8AvBVzWbTA8p5U2luHQL5Nfi9hIWPAHSdAeL9okDEdQ,2013
None,No,Q1,,"Levkovich, Or; Rouwendal, Jan; van Marwijk, Ramona","[""Highways and national roads | Land, housing, and rent prices and affordability""]",,"[""Europe and Central Asia""]","[""Netherlands""]",10.1007/s11116-015-9580-7,Fixed effects (incl. DiD),"[""Impact evaluations""]",33238,"[""High income""]","[""2163""]","[""Highways and national roads""]",TRANSPORTATION,,"[""2194""]","[""Land, housing, and rent prices and affordability""]",Journal article,JOUR,33238,Published EGM,completed,The Effects of Highway Development on Housing Prices,ier,https://link.springer.com/article/10.1007/s11116-015-9580-7,2016
Cost information (program costs and/or cost per participant),No,"Not indexed / Other (grey literature, working papers, dissertations, reports)",,"Gertler, Paul J.; González-Navarro, Marco; Gracner, Tadeja; Rothenberg, Alexander D.","[""Highways and national roads | Land, housing, and rent prices and affordability"", ""Highways and national roads | Employment access and outcomes"", ""Highways and national roads | Economic activity"", ""Highways and national roads | Trade and migration"", ""Highways and national roads | Household welfare and poverty""]",,"[""East Asia and Pacific""]","[""Indonesia""]",NO DOI,Instrumental variable estimation,"[""Ongoing evaluations""]",33376,"[""Low income""]","[""2163""]","[""Highways and national roads""]",not applicable,Road Quality|| Indonesian Family Life Survey (IFLS)|| Welfare effect,"[""2194"", ""2201"", ""2202"", ""2203"", ""2361""]","[""Land, housing, and rent prices and affordability"", ""Employment access and outcomes"", ""Economic activity"", ""Trade and migration"", ""Household welfare and poverty""]",Ongoing study,Ongoing study,33376,Published,ongoing,The Role of Road Quality Investments on Economic Activity and Welfare: Evidence from Indonesia’s Highways,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-role-of-road-quality-investments-on-economic-activity-and-welfare--evidence-from-indonesia’s-highways/33376,2014
Cost information (program costs and/or cost per participant),No,Q1,,"Muricho, Geoffrey; Bardaka, Eleni","[""Highways and national roads | Land, housing, and rent prices and affordability""]",,"[""North America""]","[""United States""]",10.1007/s11116-021-10233-0,Fixed effects (incl. DiD),"[""Impact evaluations""]",33602,"[""High income""]","[""2163""]","[""Highways and national roads""]",TRANSPORTATION,,"[""2194""]","[""Land, housing, and rent prices and affordability""]",Journal article,JOUR,33602,Published EGM,completed,Evaluating the Spatial and Temporal Distribution of Beltway Effects on Housing Prices Using Difference-in-Differences Methods,ier,https://link.springer.com/article/10.1007/s11116-021-10233-0,2022
None,No,Q1,,"Kim, Wochul; Hong, Sung","[""Highways and national roads | Land, housing, and rent prices and affordability""]",,"[""East Asia and Pacific""]","[""Korea, Rep.""]",10.3390/su14095527,Fixed effects (incl. DiD),"[""Impact evaluations""]",33404,"[""High income""]","[""2163""]","[""Highways and national roads""]",SUSTAINABILITY,,"[""2194""]","[""Land, housing, and rent prices and affordability""]",Journal article,JOUR,33404,Published EGM,completed,An Empirical Analysis of the Benefits of Opening a Highway in Terms of Changes in Housing Prices,ier,https://www.mdpi.com/2071-1050/14/9/5527,2022
None,No,Q1,,"Yoo, Sunbin; Kumagai, Junya; Sho, Kojiro; Managi, Shunsuke","[""Highways and national roads | Land, housing, and rent prices and affordability"", ""Highways and national roads | Education access and outcomes"", ""Highways and national roads | Employment access and outcomes"", ""Highways and national roads | Economic activity""]",,"[""East Asia and Pacific""]","[""Japan""]",10.1016/j.trd.2024.104346,Fixed effects (incl. DiD),"[""Impact evaluations""]",34429,"[""High income""]","[""2163""]","[""Highways and national roads""]",Transportation Research Part D: Transport and Environment,,"[""2194"", ""2197"", ""2201"", ""2202""]","[""Land, housing, and rent prices and affordability"", ""Education access and outcomes"", ""Employment access and outcomes"", ""Economic activity""]",Journal article,JOUR,34429,Published EGM,completed,Impact of High-Speed Railway on Gentrification and Regional Inequality in Japan,ier,https://www.sciencedirect.com/science/article/pii/S1361920924003031?via%3Dihub,2024
None,No,Q1,,"Murakami, Jin; He, Yiming","[""Highways and national roads | Land, housing, and rent prices and affordability""]",,"[""East Asia and Pacific""]","[""Hong Kong SAR, China""]",10.1016/j.jtrangeo.2017.12.002,Synthetic control,"[""Impact evaluations""]",33877,"[""High income""]","[""2163""]","[""Highways and national roads""]",JOURNAL OF TRANSPORT GEOGRAPHY,,"[""2194""]","[""Land, housing, and rent prices and affordability""]",Journal article,JOUR,33877,Published EGM,completed,"Highway Investment in Deindustrialization: A Territorial Analysis of Office Property Transactions in Hong Kong, 2002–2013",ier,https://www.sciencedirect.com/science/article/pii/S0966692316306196,2018
None,No,"Not indexed / Other (grey literature, working papers, dissertations, reports)",,"Karymshakov, Kamalbek; Sulaimanova, Burulcha","[""Highways and national roads | Other transport infrastructure access and use"", ""Highways and national roads | Economic activity"", ""Highways and national roads | Household welfare and poverty""]",,"[""Europe and Central Asia""]","[""Kyrgyz Republic""]",No DOI,Fixed effects (incl. DiD),"[""Impact evaluations""]",34386,"[""Low income""]","[""2163""]","[""Highways and national roads""]",Asian Development Bank (ADB) Economics Working Paper Series,Transport Infrastructure|| Kyrgyz Republic|| CAREC corridors,"[""2180"", ""2202"", ""2361""]","[""Other transport infrastructure access and use"", ""Economic activity"", ""Household welfare and poverty""]",Published working paper,RPRT,34386,Published,completed,Measuring the Impact and Financing of Infrastructure in the Kyrgyz Republic,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/measuring-the-impact-and-financing-of-infrastructure-in-the-kyrgyz-republic/34386,2019
None,No,Q1,,"Heidt, Philip; Kasim, Taha","[""Highways and national roads | Goods and services prices and inflation"", ""Highways and national roads | Inequality and segregation""]",,"[""North America""]","[""United States""]",10.1111/pirs.12535,Instrumental variable estimation,"[""Impact evaluations""]",33543,"[""High income""]","[""2163""]","[""Highways and national roads""]",PAPERS IN REGIONAL SCIENCE,,"[""2195"", ""2199""]","[""Goods and services prices and inflation"", ""Inequality and segregation""]",Journal article,JOUR,33543,Published EGM,completed,The Effects of Highways on School Segregation,ier,https://www.sciencedirect.com/science/article/pii/S1056819023011156,2020
None,No,Q1,,"Fretz, Stephan; Parchet, Raphaël; Robert-Nicoud, Fréderic","[""Highways and national roads | Goods and services prices and inflation"", ""Highways and national roads | Inequality and segregation"", ""Highways and national roads | Employment access and outcomes""]",,"[""Europe and Central Asia""]","[""Switzerland""]",10.1093/ej/ueab070,Fixed effects (incl. DiD),"[""Impact evaluations""]",33366,"[""High income""]","[""2163""]","[""Highways and national roads""]",ECONOMIC JOURNAL,,"[""2195"", ""2199"", ""2201""]","[""Goods and services prices and inflation"", ""Inequality and segregation"", ""Employment access and outcomes""]",Journal article,JOUR,33366,Published EGM,completed,"Highways, Market Access and Spatial Sorting",ier,https://academic.oup.com/ej/article-abstract/132/643/1011/6369349,2022
None,No,"Not indexed / Other (grey literature, working papers, dissertations, reports)",,"Paul, Healy","[""Highways and national roads | Goods and services prices and inflation""]",,"[""South Asia""]","[""India""]",No Doi,Fixed effects (incl. DiD),"[""Impact evaluations""]",15736,"[""Lower middle income""]","[""2163""]","[""Highways and national roads""]",Other,India|| Agriculture|| Infrastructure|| Transport,"[""2195""]","[""Goods and services prices and inflation""]",Published report,RPRT,15736,Published,completed,Transport Infrastructure and Agricultural Markets: Evidence From India's NS-EW Highway,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/transport-infrastructure-and-agricultural-markets--evidence-from-india-s-ns-ew-highway/15736,2018
None,No,"Not indexed / Other (grey literature, working papers, dissertations, reports)",,"Hooper, Emma; Peters, Sanhay; Pintus, Patrick","[""Highways and national roads | Goods and services prices and inflation"", ""Highways and national roads | Inequality and segregation""]",,"[""North America""]","[""United States""]",10.1111/ecot.12266,Instrumental variable estimation,"[""Impact evaluations""]",33824,"[""High income""]","[""2163""]","[""Highways and national roads""]",ECONOMICS OF TRANSITION AND INSTITUTIONAL CHANGE,,"[""2195"", ""2199""]","[""Goods and services prices and inflation"", ""Inequality and segregation""]",Journal article,JOUR,33824,Published EGM,completed,The Impact of Infrastructure Investments on Income Inequality: Evidence From US States,ier,https://shs.hal.science/halshs-02736095v2/document,2021
None,No,Q2,,"Mutiiria, Onesmus Mbaabu; Ju, Qingjiang; Dumor, Koffi","[""Highways and national roads | Goods and services prices and inflation"", ""Highways and national roads | Inequality and segregation"", ""Highways and national roads | Economic activity""]",,"[""Sub-Saharan Africa""]","[""Multi-country""]",10.1177/1464993420927507,Fixed effects (incl. DiD),"[""Impact evaluations""]",33429,[],"[""2163""]","[""Highways and national roads""]",Progress in Development Studies,infrastructure|| Inclusive Growth|| Income Inequality|| Income Distribution|| Sub-Saharan Africa,"[""2195"", ""2199"", ""2202""]","[""Goods and services prices and inflation"", ""Inequality and segregation"", ""Economic activity""]",Journal article,JOUR,33429,Published,completed,Infrastructure and Inclusive Growth in Sub-Saharan Africa: An Empirical Analysis,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/infrastructure-and-inclusive-growth-in-sub-saharan-africa--an-empirical-analysis/33429,2020
None,No,Q1,,"Miller, Conrad","[""Highways and national roads | Goods and services prices and inflation"", ""Highways and national roads | Inequality and segregation"", ""Highways and national roads | Employment access and outcomes""]",,"[""North America""]","[""United States""]",10.1162/rest_a_01174,Instrumental variable estimation,"[""Impact evaluations""]",33595,"[""High income""]","[""2163""]","[""Highways and national roads""]",The Review of Economics and Statistics,,"[""2195"", ""2199"", ""2201""]","[""Goods and services prices and inflation"", ""Inequality and segregation"", ""Employment access and outcomes""]",Journal article,JOUR,33595,Published EGM,completed,When Work Moves: Job Suburbanization and Black Employment,ier,https://direct.mit.edu/rest/article-abstract/105/5/1055/109914/When-Work-Moves-Job-Suburbanization-and-Black?redirectedFrom=fulltext,2023
None,No,Q1,,"Hill, Elaine; Harlem, Max; Harris, Lena; Sventek, Grace; Ritz, Beate; Campbell, Erin; Willis, Mary; Hystad, Perry","[""Highways and national roads | Health access and outcomes""]",,"[""North America""]","[""United States""]",10.1016/j.envres.2024.118788,Fixed effects (incl. DiD),"[""Impact evaluations""]",33547,"[""High income""]","[""2163""]","[""Highways and national roads""]",ENVIRONMENTAL RESEARCH,,"[""2196""]","[""Health access and outcomes""]",Journal article,JOUR,33547,Published EGM,completed,Roadway Construction as a Natural Experiment to Examine Air Pollution Impacts on Infant Health,ier,https://www.sciencedirect.com/science/article/pii/S0013935124006923,2024
None,No,Q1,,"Thapa, Ganesh; Shively, Gerald","[""Highways and national roads | Health access and outcomes""]",,"[""South Asia""]","[""Nepal""]",10.1016/j.retrec.2018.11.002,Statistical matching,"[""Impact evaluations""]",33477,"[""Low income""]","[""2163""]","[""Highways and national roads""]",Research in Transportation Economics,nutrition.|| Height-for-age z score|| Weight-For-Age Z Score (WAZ)|| Roads|| dose-response|| Transportation|| Nepal,"[""2196""]","[""Health access and outcomes""]",Journal article,JOUR,33477,Published,completed,A Dose-Response Model of Road Development and Child Nutrition in Nepal,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/a-dose-response-model-of-road-development-and-child-nutrition-in-nepal/33477,2018
Cost information (program costs and/or cost per participant),No,Q1,,"Calamunci, Francesca; Lonsky, Jakub","[""Highways and national roads | Crime and citizen security"", ""Highways and national roads | Employment access and outcomes"", ""Highways and national roads | Economic activity"", ""Highways and national roads | Household welfare and poverty""]",,"[""North America""]","[""United States""]",10.1093/ej/ueae068,Fixed effects (incl. DiD),"[""Impact evaluations""]",33860,"[""High income""]","[""2163""]","[""Highways and national roads""]",ECONOMIC JOURNAL,,"[""2200"", ""2201"", ""2202"", ""2361""]","[""Crime and citizen security"", ""Employment access and outcomes"", ""Economic activity"", ""Household welfare and poverty""]",Journal article,JOUR,33860,Published EGM,completed,The Road to Crime: An Unintended Consequence of the Interstate Highway System,ier,https://academic.oup.com/ej/article/135/667/748/7718798,2024
