record_id,title,authors,year_of_publication,study_type_raw,study_status,publication_type,publication_type_short,confidence_rating,doi,journal_name,url,keywords_string,intervention_ids,intervention_labels,outcome_ids,outcome_labels,evidence_types,cells
33435,Roads Illuminate Development: Using Nightlight Luminosity to Assess the Impact of Transport Infrastructure,"Osmar, Bolívar",2022,ier,Completed,Published working paper,RPRT,,,,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/roads-illuminate-development--using-nightlight-luminosity-to-assess-the-impact-of-transport-infrastructure/33435,Bolivia|| Paraguay|| Ecuador|| Night-time lights (NTL)|| Highway development,2163,Highways and national roads,2202,Economic activity,Impact evaluations,Highways and national roads | Economic activity
33411,The Macroeconomic Effects of Transport Infrastructure on Economic Growth: The Case of Central and Eastern EU Member States,"Lenz, Nela Vlahinic; Skender, Helga Pavlic; Mirkovic, Petra Adelajda",2019,ier,Completed,Journal article,JOUR,,10.1080/1331677X.2018.1523740,ECONOMIC RESEARCH-EKONOMSKA ISTRAZIVANJA,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-macroeconomic-effects-of-transport-infrastructure-on-economic-growth--the-case-of-central-and-eastern-eu-member-states/33411,Transport|| Transport Infrastructure|| Economic Growth|| POLS|| Fixed Effects|| Random effects,2163;2164,Highways and national roads;Railways and intermunicipal trains,2202,Economic activity,Impact evaluations,Highways and national roads | Economic activity;Railways and intermunicipal trains | Economic activity
33357,Public Infrastructure and Regional growth: Evidence from Turkey,"Elburz, Zeynep; Nijkamp, Peter; Pels, Eric",2017,ier,Completed,Journal article,JOUR,,https://doi.org/10.1016/j.jtrangeo.2016.10.013,EUROPEAN JOURNAL OF TRANSPORT AND INFRASTRUCTURE RESEARCH,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/public-infrastructure-and-regional-growth--evidence-from-turkey/33357,regional growth|| Transport Infrastructure|| Turkey,2163,Highways and national roads,2202,Economic activity,Impact evaluations,Highways and national roads | Economic activity
33319,How Productive Is Public Investment? Evidence From Formal and Informal Production in India,"Chatterjee, Santanu; Lebesmuehlbacher, Thomas; Narayanan, Abhinav",2021,ier,Completed,Journal article,JOUR,,10.1016/j.jdeveco.2021.102625,Journal of Development Economics,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/how-productive-is-public-investment--evidence-from-formal-and-informal-production-in-india/33319,informal sector|| Formal Sector|| Public Investment|| Output elasticity|| Quantile Regressions|| Golden Quadrilateral|| infrastructure|| manufacturing|| India,2163,Highways and national roads,2202,Economic activity,Impact evaluations,Highways and national roads | Economic activity
33305,Roads to Growth: The Brazilian Way,"Bottasso, Anna; Conti, Maurizio; Costacurta de Sa Porto, Paulo; Ferrari, Claudio; Tei, Alessio",2021,ier,Completed,Journal article,JOUR,,10.1016/j.retrec.2021.101086,Research in Transportation Economics,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/roads-to-growth--the-brazilian-way/33305,Transport Infrastructure|| Regional Development|| Brazil|| Difference In Differences,2163,Highways and national roads,2202,Economic activity,Impact evaluations,Highways and national roads | Economic activity
33293,"The Long-Term Impact of Italian Colonial Roads in the Horn of Africa, 1935-2015","Bertazzini, Mattia",2022,ier,Completed,Journal article,JOUR,,10.1093/jeg/lbaa017,JOURNAL OF ECONOMIC GEOGRAPHY,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-long-term-impact-of-italian-colonial-roads-in-the-horn-of-africa--1935-2015/33293,Roads|| Urbanization|| colonialism,2163,Highways and national roads,2202,Economic activity,Impact evaluations,Highways and national roads | Economic activity
34384,Do Highways Affect Manufacturing Growth? A Cautionary Tale from India,Gupta Saurabh,2022,ier,Completed,Thesis,Thesis,,NO DOI,the University of Oregon,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/do-highways-affect-manufacturing-growth--a-cautionary-tale-from-india/34384,Golden Quadrilateral|| India|| manufacturing,2163,Highways and national roads,2202,Economic activity,Impact evaluations,Highways and national roads | Economic activity
33402,Straw Effects of New Highway Construction on Local Population and Employment Growth,"Kim, Jin; Han, Jung",2016,ier,Completed,Journal article,JOUR,,10.1016/j.habitatint.2015.11.009,HABITAT INTERNATIONAL,https://www.sciencedirect.com/science/article/abs/pii/S0197397515002489?casa_token=VYxx6abF7CYAAAAA:Xk7V3gajXKoUak0Uf_XZ1OgPmGtRIjhDXiIEvd2zmFwC6iI46nX0gFRXuJ9GSvFeRJcAYM0GkrY,,2163,Highways and national roads,2202,Economic activity,Impact evaluations,Highways and national roads | Economic activity
16961,"Roads, Exports and Employment: Evidence from a Developing Country","Volpe Martincus, Christian; Carballo, Jerónimo; Cusolito, Ana",2017,ier,Completed,Journal article,JOUR,,10.1016/j.jdeveco.2016.10.002,Journal of Development Economics,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/roads--exports-and-employment--evidence-from-a-developing-country/16961,Transport Infrastructure|| Export Growth|| Employment|| road construction|| Firms,2163,Highways and national roads,2203,Trade and migration,Impact evaluations,Highways and national roads | Trade and migration
34530,Shaky Roads and Trembling Exports: Assessing the Trade Effects of Domestic Infrastructure Using a Natural Experiment,"Blyde, Juan; Volpe, Christian",2013,ier,Completed,Journal article,JOUR,,10.1016/j.jinteco.2012.11.001,Journal of International Economics,http://www.sciencedirect.com/science/article/pii/S0022199612001705,,2163,Highways and national roads,2203,Trade and migration,Impact evaluations,Highways and national roads | Trade and migration
34519,Roads and Trade: Evidence from the US,"Duranton, Gilles; Turner, Matthew A.",2014,ier,Completed,Journal article,JOUR,,10.1093/restud/rdt039,Review of Economic Studies,https://academic.oup.com/restud/article-abstract/81/2/681/1519232?redirectedFrom=fulltext,,2163,Highways and national roads,2203,Trade and migration,Impact evaluations,Highways and national roads | Trade and migration
33893,Roads and Intra-National Trade: Evidence from Italian Regions,"Santagata, Marta",2022,ier,Completed,Journal article,JOUR,,10.1111/pirs.12711,Papers in Regional Science,https://www.sciencedirect.com/science/article/pii/S1056819023000714,,2163,Highways and national roads,2203,Trade and migration,Impact evaluations,Highways and national roads | Trade and migration
33527,Should I Stay or Should I Go? The Role of Roads in Migration Decisions,"Gachassin, Marie",2013,ier,Completed,Journal article,JOUR,,10.1093/jae/ejt004,Journal of African Economies,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/should-i-stay-or-should-i-go--the-role-of-roads-in-migration-decisions/33527,Migration|| National roads|| TANZANIA|| Road network,2163,Highways and national roads,2203,Trade and migration,Impact evaluations,Highways and national roads | Trade and migration
33400,Impact of Highway Construction on Internal Migration: A Korea Perspective,"Kim, Hyun-Woo; Lee, Du-Heon",2022,ier,Completed,Journal article,JOUR,,10.3390/su142114477,SUSTAINABILITY,https://www.mdpi.com/2071-1050/14/21/14477,,2163,Highways and national roads,2203,Trade and migration,Impact evaluations,Highways and national roads | Trade and migration
26364,Eficiencia en la Producción Agrícola: Un Análisis del Efecto de la Construcción de Carreteras en Zonas Productivas del Ecuador,"Zhangallimbay, Donald; Ordoñez, Martín",2022,ier,Completed,Journal article,JOUR,,10.47550/RCE/32.1.3,Other,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/eficiencia-en-la-producción-agrícola--un-análisis-del-efecto-de-la-construcción-de-carreteras-en-zonas-productivas-del-ecuador/26364,Road Infrastructure|| study segment|| benefited and non-benefited areas|| Productivity|| cultivated production area|| effects,2163,Highways and national roads,2204,Agricultural outcomes,Impact evaluations,Highways and national roads | Agricultural outcomes
33339,The Effect of Driving Restrictions on Air Quality in Mexico City,Davis Lucas W,2008,ier,Completed,Journal article,JOUR,,10.1086/529398,Journal of Political Economy,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-effect-of-driving-restrictions-on-air-quality-in-mexico-city/33339,Hoy No Circula|| Mexico City|| *Air Pollution|| Vehicle Emissions,2170,Low-emission mobility: policy and regulations,2177;2178;2192;2195,Public transit access and use;Private vehicle use;Air pollution and greenhouse gases;Goods and services prices and inflation,Impact evaluations,Low-emission mobility: policy and regulations | Public transit access and use;Low-emission mobility: policy and regulations | Private vehicle use;Low-emission mobility: policy and regulations | Air pollution and greenhouse gases;Low-emission mobility: policy and regulations | Goods and services prices and inflation
33805,The Effects of Regulation in the Presence of Multiple Unpriced Externalities: Evidence from the Transportation Sector,"Bento, Antonio; Kaffine, Daniel; Roth, Kevin; Zaragoza-Watkins, Matthew",2014,ier,Completed,Journal article,JOUR,,10.1257/pol.6.3.1,American Economic Journal: Economic Policy,https://www.aeaweb.org/articles?id=10.1257/pol.6.3.1,,2170,Low-emission mobility: policy and regulations,2181,"Travel time, commuting and speed",Impact evaluations,"Low-emission mobility: policy and regulations | Travel time, commuting and speed"
33216,Carbon Taxes and CO2 Emissions: Sweden as a Case Study,"Andersson, Julius",2019,ier,Completed,Journal article,JOUR,,https://doi.org/10.1257/pol.20170144,American Economic Journal,https://www.aeaweb.org/articles?id=10.1257/pol.20170144,,2170,Low-emission mobility: policy and regulations,2185;2192,Transit affordability;Air pollution and greenhouse gases,Impact evaluations,Low-emission mobility: policy and regulations | Transit affordability;Low-emission mobility: policy and regulations | Air pollution and greenhouse gases
25898,The Effects of Fuel Subsidies on Air Quality: Evidence from the Iranian Subsidy Reform,"Kheiravar, Khaled Hassan; Lawell, C.-Y. Cynthia Lin",2022,ier,Completed,Published working paper,RPRT,,No DOI,Cornell University,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-effects-of-fuel-subsidies-on-air-quality--evidence-from-the-iranian-subsidy-reform/25898,Energy subsidies|| Air Quality|| fuel subsidies|| Iran,2170,Low-emission mobility: policy and regulations,2192,Air pollution and greenhouse gases,Impact evaluations,Low-emission mobility: policy and regulations | Air pollution and greenhouse gases
33261,Adopting Clean Fuels and Technologies on School Buses. Pollution and Health Impacts in Children,"Adar, Sara D.; D’Souza, Jennifer; Sheppard, Lianne; Kaufman, Joel D.; Hallstrand, Teal S.; Davey, Mark E.; Sullivan, James R.; Jahnke, Jordan; Koenig, Jane; Larson, Timothy V.; Liu, Sally, L. J.",2015,ier,Completed,Journal article,JOUR,,10.1164/rccm.201410-1924OC,AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,https://www.atsjournals.org/doi/10.1164/rccm.201410-1924OC,,2170,Low-emission mobility: policy and regulations,2192,Air pollution and greenhouse gases,Impact evaluations,Low-emission mobility: policy and regulations | Air pollution and greenhouse gases
33572,"Evaluating ""Cash-for-Clunkers"": Program Effects on Auto Sales and the Environment","Li, Sahnjun; Linn, Joshua; Spiller, Elisheba",2013,ier,Completed,Journal article,JOUR,,10.1016/j.jeem.2012.07.004,Journal of Environmental Economics and Management,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1594924,,2170,Low-emission mobility: policy and regulations,2178;2192,Private vehicle use;Air pollution and greenhouse gases,Impact evaluations,Low-emission mobility: policy and regulations | Private vehicle use;Low-emission mobility: policy and regulations | Air pollution and greenhouse gases
33557,An Ex-Ante Evaluation of the French Car Feebate,"Kessler, Louise; Morviller, Florian; Perrier, Quentin; Rucheton, Keyvan",2023,ier,Completed,Journal article,JOUR,,10.1016/j.enpol.2022.113335,Energy Policy,,,2170,Low-emission mobility: policy and regulations,2178;2192,Private vehicle use;Air pollution and greenhouse gases,Impact evaluations,Low-emission mobility: policy and regulations | Private vehicle use;Low-emission mobility: policy and regulations | Air pollution and greenhouse gases
33469,"Congestion Pricing, Air Pollution, and Children's Health","Simeonova, Emilia; Currie, Janet; Nilsson, Peter; Walker, Reed",2018,ier,Completed,Published working paper,RPRT,,http://www.nber.org/papers/w24410,not applicable,https://www.nber.org/system/files/working_papers/w24410/w24410.pdf,,2170,Low-emission mobility: policy and regulations,2192,Air pollution and greenhouse gases,Impact evaluations,Low-emission mobility: policy and regulations | Air pollution and greenhouse gases
