assigned_project_user,authors,cells,confidence_rating,continents,countries,doi,evidence_types,id,intervention_ids,intervention_labels,journal_name,keywords_string,outcome_ids,outcome_labels,publication_of_type,publication_of_type_short,record_id,status,study_status,title,type,url,year_of_publication
,Davis Lucas W,"[""Low-emission mobility: policy and regulations | Public transit access and use"", ""Low-emission mobility: policy and regulations | Private vehicle use"", ""Low-emission mobility: policy and regulations | Air pollution and greenhouse gases"", ""Low-emission mobility: policy and regulations | Goods and services prices and inflation""]",,"[""Latin America and Caribbean""]","[""Mexico""]",10.1086/529398,"[""Impact evaluations""]",33339,"[""2170""]","[""Low-emission mobility: policy and regulations""]",Journal of Political Economy,Hoy No Circula|| Mexico City|| *Air Pollution|| Vehicle Emissions,"[""2177"", ""2178"", ""2192"", ""2195""]","[""Public transit access and use"", ""Private vehicle use"", ""Air pollution and greenhouse gases"", ""Goods and services prices and inflation""]",Journal article,JOUR,33339,Published,Completed,The Effect of Driving Restrictions on Air Quality in Mexico City,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-effect-of-driving-restrictions-on-air-quality-in-mexico-city/33339,2008
,"Bento, Antonio; Kaffine, Daniel; Roth, Kevin; Zaragoza-Watkins, Matthew","[""Low-emission mobility: policy and regulations | Travel time, commuting and speed""]",,"[""North America""]","[""United States""]",10.1257/pol.6.3.1,"[""Impact evaluations""]",33805,"[""2170""]","[""Low-emission mobility: policy and regulations""]",American Economic Journal: Economic Policy,,"[""2181""]","[""Travel time, commuting and speed""]",Journal article,JOUR,33805,Published EGM,Completed,The Effects of Regulation in the Presence of Multiple Unpriced Externalities: Evidence from the Transportation Sector,ier,https://www.aeaweb.org/articles?id=10.1257/pol.6.3.1,2014
,"Andersson, Julius","[""Low-emission mobility: policy and regulations | Transit affordability"", ""Low-emission mobility: policy and regulations | Air pollution and greenhouse gases""]",,"[""Europe and Central Asia""]","[""Sweden""]",https://doi.org/10.1257/pol.20170144,"[""Impact evaluations""]",33216,"[""2170""]","[""Low-emission mobility: policy and regulations""]",American Economic Journal,,"[""2185"", ""2192""]","[""Transit affordability"", ""Air pollution and greenhouse gases""]",Journal article,JOUR,33216,Published EGM,Completed,Carbon Taxes and CO2 Emissions: Sweden as a Case Study,ier,https://www.aeaweb.org/articles?id=10.1257/pol.20170144,2019
,"Kheiravar, Khaled Hassan; Lawell, C.-Y. Cynthia Lin","[""Low-emission mobility: policy and regulations | Air pollution and greenhouse gases""]",,"[""Middle East and North Africa""]","[""Iran, Islamic Rep.""]",No DOI,"[""Impact evaluations""]",25898,"[""2170""]","[""Low-emission mobility: policy and regulations""]",Cornell University,Energy subsidies|| Air Quality|| fuel subsidies|| Iran,"[""2192""]","[""Air pollution and greenhouse gases""]",Published working paper,RPRT,25898,Published,Completed,The Effects of Fuel Subsidies on Air Quality: Evidence from the Iranian Subsidy Reform,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-effects-of-fuel-subsidies-on-air-quality--evidence-from-the-iranian-subsidy-reform/25898,2022
,"Adar, Sara D.; D’Souza, Jennifer; Sheppard, Lianne; Kaufman, Joel D.; Hallstrand, Teal S.; Davey, Mark E.; Sullivan, James R.; Jahnke, Jordan; Koenig, Jane; Larson, Timothy V.; Liu, Sally, L. J.","[""Low-emission mobility: policy and regulations | Air pollution and greenhouse gases""]",,"[""North America""]","[""United States""]",10.1164/rccm.201410-1924OC,"[""Impact evaluations""]",33261,"[""2170""]","[""Low-emission mobility: policy and regulations""]",AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,,"[""2192""]","[""Air pollution and greenhouse gases""]",Journal article,JOUR,33261,Published EGM,Completed,Adopting Clean Fuels and Technologies on School Buses. Pollution and Health Impacts in Children,ier,https://www.atsjournals.org/doi/10.1164/rccm.201410-1924OC,2015
,"Li, Sahnjun; Linn, Joshua; Spiller, Elisheba","[""Low-emission mobility: policy and regulations | Private vehicle use"", ""Low-emission mobility: policy and regulations | Air pollution and greenhouse gases""]",,"[""North America""]","[""United States"", ""Canada""]",10.1016/j.jeem.2012.07.004,"[""Impact evaluations""]",33572,"[""2170""]","[""Low-emission mobility: policy and regulations""]",Journal of Environmental Economics and Management,,"[""2178"", ""2192""]","[""Private vehicle use"", ""Air pollution and greenhouse gases""]",Journal article,JOUR,33572,Published EGM,Completed,"Evaluating ""Cash-for-Clunkers"": Program Effects on Auto Sales and the Environment",ier,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1594924,2013
,"Kessler, Louise; Morviller, Florian; Perrier, Quentin; Rucheton, Keyvan","[""Low-emission mobility: policy and regulations | Private vehicle use"", ""Low-emission mobility: policy and regulations | Air pollution and greenhouse gases""]",,"[""Europe and Central Asia""]","[""France""]",10.1016/j.enpol.2022.113335,"[""Impact evaluations""]",33557,"[""2170""]","[""Low-emission mobility: policy and regulations""]",Energy Policy,,"[""2178"", ""2192""]","[""Private vehicle use"", ""Air pollution and greenhouse gases""]",Journal article,JOUR,33557,Published EGM,Completed,An Ex-Ante Evaluation of the French Car Feebate,ier,,2023
,"Simeonova, Emilia; Currie, Janet; Nilsson, Peter; Walker, Reed","[""Low-emission mobility: policy and regulations | Air pollution and greenhouse gases""]",,"[""Europe and Central Asia""]","[""Sweden""]",http://www.nber.org/papers/w24410,"[""Impact evaluations""]",33469,"[""2170""]","[""Low-emission mobility: policy and regulations""]",not applicable,,"[""2192""]","[""Air pollution and greenhouse gases""]",Published working paper,RPRT,33469,Published EGM,Completed,"Congestion Pricing, Air Pollution, and Children's Health",ier,https://www.nber.org/system/files/working_papers/w24410/w24410.pdf,2018
,"Peters, Jens F.; Burguillo, Mercedes; Arranz, José M.","[""Low-emission mobility: policy and regulations | Air pollution and greenhouse gases""]",,"[""Europe and Central Asia""]","[""Spain""]",10.1016/j.trd.2021.102882,"[""Impact evaluations""]",33450,"[""2170""]","[""Low-emission mobility: policy and regulations""]",TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,,"[""2192""]","[""Air pollution and greenhouse gases""]",Journal article,JOUR,33450,Published EGM,Completed,Low emission zones: Effects on Alternative-fuel Vehicle Uptake and Fleet CO2 Emissions,ier,https://www.sciencedirect.com/science/article/pii/S1361920921001838?via%3Dihub,2021
,"Helm, Ines; Koch, Nicolas; Rohlf, Alexander","[""Low-emission mobility: policy and regulations | Air pollution and greenhouse gases""]",,"[""Europe and Central Asia""]","[""Germany""]",10.1016/j.jue.2023.103576,"[""Impact evaluations""]",33390,"[""2170""]","[""Low-emission mobility: policy and regulations""]",JOURNAL OF URBAN ECONOMICS,,"[""2192""]","[""Air pollution and greenhouse gases""]",Journal article,JOUR,33390,Published EGM,Completed,The Effects of Cash for Clunkers on Local Air Quality,ier,https://www.sciencedirect.com/science/article/pii/S0094119023000463,2023
,"Bel. Germa; Rosell, Jordi","[""Low-emission mobility: policy and regulations | Air pollution and greenhouse gases""]",,"[""Europe and Central Asia""]","[""Spain""]",10.1016/j.trd.2013.04.005,"[""Impact evaluations""]",33289,"[""2170""]","[""Low-emission mobility: policy and regulations""]",Transportation Research Part D: Transport and Environment,,"[""2192""]","[""Air pollution and greenhouse gases""]",Journal article,JOUR,33289,Published EGM,Completed,Effects of the 80km/h and Variable Speed Limits on Air Pollution in the Metropolitan Area of Barcelona,ier,http://www.sciencedirect.com/science/article/pii/S1361920913000680,2013
,"Meng, Ying-Ying; Yue, Dahai; Molitor, John; Chen, Xiaohong; Su, Jason G.; Jerrett, Michael","[""Low-emission mobility: policy and regulations | Air pollution and greenhouse gases"", ""Low-emission mobility: policy and regulations | Health access and outcomes""]",,"[""North America""]","[""United States""]",10.1016/j.envres.2022.113600,"[""Impact evaluations""]",33593,"[""2170""]","[""Low-emission mobility: policy and regulations""]",ENVIRONMENTAL RESEARCH,,"[""2192"", ""2196""]","[""Air pollution and greenhouse gases"", ""Health access and outcomes""]",Journal article,JOUR,33593,Published EGM,Completed,Reductions in NO2 and Emergency Room Visits Associated with California's Goods Movement Policies: A Quasi-Experimental Study,ier,https://www.sciencedirect.com/science/article/abs/pii/S0013935122009276,2022
,"Junxiao, Ma","[""Low-emission mobility: policy and regulations | Private vehicle use"", ""Low-emission mobility: policy and regulations | Air pollution and greenhouse gases""]",,"[""Europe and Central Asia""]","[""United Kingdom""]",No DOI,"[""Impact evaluations""]",33865,"[""2170""]","[""Low-emission mobility: policy and regulations""]",Other,,"[""2178"", ""2192""]","[""Private vehicle use"", ""Air pollution and greenhouse gases""]",Thesis,Thesis,33865,Published EGM,Completed,Traffic Pricing and Air Pollution: evidence from London Congestion Charging,ier,https://ucalgary.scholaris.ca/items/25437cd9-9ea8-484b-9919-d13b15927a49,2021
,"Pestel, Nico; Wozny, Florian","[""Low-emission mobility: policy and regulations | Air pollution and greenhouse gases"", ""Low-emission mobility: policy and regulations | Health access and outcomes""]",,"[""Europe and Central Asia""]","[""Germany""]",10.1016/j.jeem.2021.102512,"[""Impact evaluations""]",33887,"[""2170""]","[""Low-emission mobility: policy and regulations""]",JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT,,"[""2192"", ""2196""]","[""Air pollution and greenhouse gases"", ""Health access and outcomes""]",Journal article,JOUR,33887,Published EGM,Completed,Health effects of Low Emission Zones: Evidence from German hospitals,ier,https://www.sciencedirect.com/science/article/abs/pii/S0095069621000802,2021
,"Yorifuji, Takashi; Kashima, Saori; Doi, Hiroyuki","[""Low-emission mobility: policy and regulations | Air pollution and greenhouse gases"", ""Low-emission mobility: policy and regulations | Health access and outcomes""]",,"[""East Asia and Pacific""]","[""Japan""]",10.1097/EDE.0000000000000546,"[""Impact evaluations""]",33910,"[""2170""]","[""Low-emission mobility: policy and regulations""]",Epidemiology,,"[""2192"", ""2196""]","[""Air pollution and greenhouse gases"", ""Health access and outcomes""]",Journal article,JOUR,33910,Published EGM,Completed,Fine-Particulate Air Pollution from Diesel Emission Control and Mortality Rates in Tokyo. A Quasi-Experimental Study,ier,https://journals.lww.com/epidem/abstract/2016/11000/fine_particulate_air_pollution_from_diesel.1.aspx,2016
,"Salas, Rafael; Perez-Villadoniga, Maria, J.; Prieto-Rodriguez, Juan; Russo, Ana","[""Low-emission mobility: policy and regulations | Air pollution and greenhouse gases""]",,"[""Europe and Central Asia""]","[""Spain""]",10.1016/j.trd.2020.102689,"[""Impact evaluations""]",33630,"[""2170""]","[""Low-emission mobility: policy and regulations""]",TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,,"[""2192""]","[""Air pollution and greenhouse gases""]",Journal article,JOUR,33630,Published EGM,Completed,Were Traffic Restrictions in Madrid Effective at Reducing NO2 Levels?,ier,https://www.sciencedirect.com/science/article/abs/pii/S1361920920308737?via%3Dihub,2021
,"Burke, Paul, J.; Nishitateno, Shuhei","[""Low-emission mobility: policy and regulations | Private vehicle use"", ""Low-emission mobility: policy and regulations | Air pollution and greenhouse gases""]",,"[""East Asia and Pacific""]","[""Japan""]",10.1007/s10640-024-00875-w,"[""Impact evaluations""]",33607,"[""2170""]","[""Low-emission mobility: policy and regulations""]",ENVIRONMENTAL & RESOURCE ECONOMICS,,"[""2178"", ""2192""]","[""Private vehicle use"", ""Air pollution and greenhouse gases""]",Journal article,JOUR,33607,Published EGM,Completed,"Effects of Low Emission Zones on Air Quality, New Vehicle Registrations, and Birthweights: Evidence from Japan",ier,https://link.springer.com/article/10.1007/s10640-024-00875-w,2024
,"Nishitateno, Shuhei; Burke, Paul J.","[""Low-emission mobility: policy and regulations | Air pollution and greenhouse gases""]",,"[""East Asia and Pacific""]","[""Japan""]",,"[""Impact evaluations""]",33606,"[""2170""]","[""Low-emission mobility: policy and regulations""]",Other,,"[""2192""]","[""Air pollution and greenhouse gases""]",Published working paper,RPRT,33606,Published EGM,Completed,Have Vehicle Registration Restrictions Improved Urban Air Quality in Japan?,ier,https://openresearch-repository.anu.edu.au/server/api/core/bitstreams/9508a230-bd4a-41fd-8ce9-1844ac1e5286/content,2019
,"Willis, Mary; Hill, Elaine; Kile, Molly; Carozza, Susan; Hystad, Perry","[""Low-emission mobility: policy and regulations | Air pollution and greenhouse gases"", ""Low-emission mobility: policy and regulations | Health access and outcomes""]",,"[""North America""]","[""United States""]",10.1093/ije/dyaa137,"[""Ongoing evaluations""]",33665,"[""2170""]","[""Low-emission mobility: policy and regulations""]",INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,,"[""2192"", ""2196""]","[""Air pollution and greenhouse gases"", ""Health access and outcomes""]",Journal article,JOUR,33665,Published EGM,Protocol/ongoing,Assessing the effectiveness of vehicle emission regulations on improving perinatal health: a population-based accountability study,ier,https://pmc.ncbi.nlm.nih.gov/articles/PMC7825960/,2020
,"Zulkarnain, Zuraida","[""Low-emission mobility: policy and regulations | Air pollution and greenhouse gases""]",,"[""East Asia and Pacific""]","[""Indonesia""]",10.14716/ijtech.v12i5.5227,"[""Impact evaluations""]",34458,"[""2170""]","[""Low-emission mobility: policy and regulations""]",Other,Air Quality|| Driving Restrictions|| Regression Discontinuity Design|| Transportation demand managment,"[""2192""]","[""Air pollution and greenhouse gases""]",Journal article,JOUR,34458,Published,Completed,Impact of Odd-Even Driving Restrictions on Air Quality in Jakarta,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/impact-of-odd-even-driving-restrictions-on-air-quality-in-jakarta/34458,2021
,"Zhai, Muxin; Wolff, Hendrik","[""Low-emission mobility: policy and regulations | Air pollution and greenhouse gases""]",,"[""Europe and Central Asia""]","[""United Kingdom""]",10.1007/s10018-021-00307-9,"[""Impact evaluations""]",33494,"[""2170""]","[""Low-emission mobility: policy and regulations""]",Environmental Economics and Policy Studies,,"[""2192""]","[""Air pollution and greenhouse gases""]",Journal article,JOUR,33494,Published EGM,Completed,Air Pollution and Urban Road Transport: Evidence from the World's Largest Low-Emission Zone in London,ier,https://www.researchgate.net/publication/384847514_Assessing_the_Polarizing_Impacts_of_Low-Traffic_Neighbourhoods_A_Community_Perspective_from_Birmingham_UK,2021
